0.000000000000000000e+00,3.000000000000000000e+02,3.244754434315989897e+02
1.000000000000000056e-01,3.000000000000000000e+02,3.244754434315989897e+02
2.000000000000000111e-01,3.000000000000000000e+02,3.244754434315989897e+02
3.000000000000000444e-01,3.000000000000000000e+02,3.244754434315989897e+02
4.000000000000000222e-01,3.000000000000000000e+02,3.244754434315989897e+02
5.000000000000000000e-01,3.000000000000000000e+02,3.244754434315989897e+02
6.000000000000000888e-01,3.000000000000000000e+02,3.244754434315989897e+02
7.000000000000000666e-01,3.000000000000000000e+02,3.244754434315989897e+02
8.000000000000000444e-01,3.000000000000000000e+02,3.244754434315989897e+02
9.000000000000000222e-01,3.000000000000000000e+02,3.244754434315989897e+02
1.000000000000000000e+00,3.030000000000000000e+02,3.250746210002531029e+02
1.100000000000000089e+00,3.030000000000000000e+02,3.256227109949379610e+02
1.200000000000000178e+00,3.030000000000000000e+02,3.261270116683276115e+02
1.300000000000000044e+00,3.030000000000000000e+02,3.265933474626003203e+02
1.400000000000000133e+00,3.030000000000000000e+02,3.270264152640628481e+02
1.500000000000000000e+00,3.030000000000000000e+02,3.274300407732674216e+02
1.600000000000000089e+00,3.030000000000000000e+02,3.278073703638275447e+02
1.700000000000000178e+00,3.030000000000000000e+02,3.281610160231218174e+02
1.800000000000000044e+00,3.030000000000000000e+02,3.284931658015844391e+02
1.900000000000000133e+00,3.030000000000000000e+02,3.288056689351303135e+02
2.000000000000000000e+00,3.030000000000000000e+02,3.291001015206394413e+02
2.100000000000000089e+00,3.030000000000000000e+02,3.293778180717073383e+02
2.200000000000000178e+00,3.030000000000000000e+02,3.296399920992949433e+02
2.300000000000000266e+00,3.030000000000000000e+02,3.298876481871154169e+02
2.400000000000000355e+00,3.030000000000000000e+02,3.301216876093614019e+02
2.500000000000000000e+00,3.030000000000000000e+02,3.303429089443922066e+02
2.600000000000000089e+00,3.030000000000000000e+02,3.305520247438305432e+02
2.700000000000000178e+00,3.030000000000000000e+02,3.307496750951006561e+02
2.800000000000000266e+00,3.030000000000000000e+02,3.309364387225601263e+02
2.900000000000000355e+00,3.030000000000000000e+02,3.311128421268376201e+02
3.000000000000000000e+00,3.030000000000000000e+02,3.312793671517032976e+02
3.100000000000000089e+00,3.030000000000000000e+02,3.314364572827949473e+02
3.200000000000000178e+00,3.030000000000000000e+02,3.315845229162417240e+02
3.300000000000000266e+00,3.030000000000000000e+02,3.317239457508216560e+02
3.400000000000000355e+00,3.030000000000000000e+02,3.318550823527172611e+02
3.500000000000000000e+00,3.030000000000000000e+02,3.319782673509538427e+02
3.600000000000000089e+00,3.030000000000000000e+02,3.320938168171270490e+02
3.700000000000000178e+00,3.030000000000000000e+02,3.322020302725503598e+02
3.800000000000000266e+00,3.030000000000000000e+02,3.323031926544245493e+02
3.900000000000000355e+00,3.030000000000000000e+02,3.323975760630345349e+02
4.000000000000000000e+00,3.030000000000000000e+02,3.324854412783291195e+02
4.100000000000000533e+00,3.030000000000000000e+02,3.325670390795003755e+02
4.200000000000000178e+00,3.030000000000000000e+02,3.326426113951507659e+02
4.299999999999999822e+00,3.030000000000000000e+02,3.327123923065676649e+02
4.400000000000000355e+00,3.030000000000000000e+02,3.327766093052867404e+02
4.500000000000000000e+00,3.030000000000000000e+02,3.328354833698060133e+02
4.600000000000000533e+00,3.030000000000000000e+02,3.328892296668785207e+02
4.700000000000000178e+00,3.030000000000000000e+02,3.329380584653550272e+02
4.800000000000000711e+00,3.030000000000000000e+02,3.329821755812226343e+02
4.900000000000000355e+00,3.030000000000000000e+02,3.330217827717303294e+02
5.000000000000000000e+00,3.030000000000000000e+02,3.330570780710968961e+02
5.100000000000000533e+00,3.030000000000000000e+02,3.330882560677856077e+02
5.200000000000000178e+00,3.030000000000000000e+02,3.331155081258664268e+02
5.300000000000000711e+00,3.030000000000000000e+02,3.331390225537817287e+02
5.400000000000000355e+00,3.030000000000000000e+02,3.331589847240694553e+02
